Area / Tank,Category,Equipment,Tag No,Parameter Key,Parameter Display Name,Unit,Proposed Normal Limit,Proposed Warning Limit,Proposed Alarm Limit,Final Normal Limit,Final Warning Limit,Final Alarm Limit,Approved By,Reviewed By User Department,Approval Date,Remarks
G Tank,DM Water Electrode Cooling,G Tank Electrode Cooling,,tds,TDS (PPM),PPM,,,,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-7,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Block Cooling Blower-8,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-3,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Chimney Blower-3,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-3,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-3,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-3,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Chimney Blower-3,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-3,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-3,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-3,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Chimney Blower-3,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-3,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-3,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-3,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Chimney Blower-3,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-3,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-3,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-4,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Chimney Blower-4,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-4,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-4,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-4,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Chimney Blower-4,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-4,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-4,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-4,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Chimney Blower-4,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-4,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-4,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-4,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Chimney Blower-4,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-4,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Chimney Blower-4,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-1,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Gas Blower-1,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-1,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-1,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-1,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Gas Blower-1,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-1,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-1,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-1,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Gas Blower-1,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-1,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-1,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-1,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Gas Blower-1,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-1,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-1,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-2,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Gas Blower-2,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-2,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-2,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-2,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Gas Blower-2,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-2,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-2,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-2,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Gas Blower-2,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-2,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-2,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-2,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Gas Blower-2,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-2,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Gas Blower-2,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-132 (132 kW),,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-5,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,MCB-5,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-5,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-5,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-5,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,MCB-5,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-5,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-5,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-5,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,MCB-5,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-5,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-5,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-5,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,MCB-5,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-5,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-5,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-6,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,MCB-6,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-6,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-6,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-6,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,MCB-6,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-6,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-6,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-6,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,MCB-6,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-6,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-6,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-6,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,MCB-6,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-6,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,MCB-6,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-11,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,blower_de_temperature,Blower DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,blower_drive_end_axial,Blower Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,blower_drive_end_horizontal,Blower Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,blower_drive_end_vertical,Blower Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,blower_nde_temperature,Blower NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,blower_non_drive_end_axial,Blower Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,blower_non_drive_end_horizontal,Blower Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,blower_non_drive_end_vertical,Blower Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,motor_de_temperature,Motor DE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,motor_drive_end_axial,Motor Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,motor_drive_end_horizontal,Motor Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,motor_drive_end_vertical,Motor Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,motor_nde_temperature,Motor NDE Temperature,°C,60,75,75,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,motor_non_drive_end_axial,Motor Non Drive End Axial Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,motor_non_drive_end_horizontal,Motor Non Drive End Horizontal Vibration,mm/s,6,10,10,,,,,,,
K Tank,Blowers,Throat Cool Blower-12,,motor_non_drive_end_vertical,Motor Non Drive End Vertical Vibration,mm/s,6,10,10,,,,,,,
K Tank,DM Water Batch Charger,K & E Tank Batch Charger,,cooling_water_temperature,Cooling Water Temperature (°C),°C,,,,,,,,,,
K Tank,DM Water Electrode Cooling,K Tank Electrode Cooling,,dm_water_temperature,DM Water Temperature (°C),°C,,,,,,,,,,
K Tank,DM Water Electrode Cooling,K Tank Electrode Cooling,,pump_pressure,Pump Pressure (KG/CM²),KG/CM²,,,,,,,,,,
K Tank,DM Water Electrode Cooling,K Tank Electrode Cooling,,tds,TDS (PPM),PPM,,,,,,,,,,
Utility Area,Cooling Tower Water Monitoring,Compressor House CT (Cooling Tower Water Monitoring),Compressor House CT,tds,TDS,ppm,,,,,,,,,,
Utility Area,Cooling Tower Water Monitoring,Compressor House CT (Cooling Tower Water Monitoring),Compressor House CT,water_ph,pH,pH,,,,,,,,,,
Utility Area,Cooling Tower Water Monitoring,Compressor House CT (Cooling Tower Water Monitoring),Compressor House CT,water_temperature,Water Temperature,°C,,,,,,,,,,
Utility Area,Utility Area Monitoring,All DG Set (DG Set),All DG Set,current,Current,A,,,,,,,,,,
Utility Area,Utility Area Monitoring,All DG Set (DG Set),All DG Set,temperature,Temperature,°C,,,,,,,,,,
Utility Area,Utility Area Monitoring,All DG Set (DG Set),All DG Set,voltage,Voltage,V,,,,,,,,,,
Utility Area,Utility Area Monitoring,BATCH (Cooling Tower Pump),BATCH,horizontal_vibration,Horizontal Vibration,mm/s,,,,,,,,,,
Utility Area,Utility Area Monitoring,BATCH (Cooling Tower Pump),BATCH,temperature,Temperature,°C,,,,,,,,,,
Utility Area,Utility Area Monitoring,BATCH (Cooling Tower Pump),BATCH,vertical_vibration,Vertical Vibration,mm/s,,,,,,,,,,
Utility Area,Utility Area Monitoring,centac-1 (Centrifugal Compressor),centac-1,current,Current,A,,,,,,,,,,
Utility Area,Utility Area Monitoring,centac-1 (Centrifugal Compressor),centac-1,horizontal_vibration,Horizontal Vibration,mm/s,,,,,,,,,,
Utility Area,Utility Area Monitoring,centac-1 (Centrifugal Compressor),centac-1,temperature,Temperature,°C,,,,,,,,,,
Utility Area,Utility Area Monitoring,centac-1 (Centrifugal Compressor),centac-1,vertical_vibration,Vertical Vibration,mm/s,,,,,,,,,,
Utility Area,Utility Area Monitoring,centac-2 (Centrifugal Compressor),centac-2,current,Current,A,,,,,,,,,,
Utility Area,Utility Area Monitoring,centac-2 (Centrifugal Compressor),centac-2,horizontal_vibration,Horizontal Vibration,mm/s,,,,,,,,,,
Utility Area,Utility Area Monitoring,centac-2 (Centrifugal Compressor),centac-2,temperature,Temperature,°C,,,,,,,,,,
Utility Area,Utility Area Monitoring,centac-2 (Centrifugal Compressor),centac-2,vertical_vibration,Vertical Vibration,mm/s,,,,,,,,,,
Utility Area,Utility Area Monitoring,centac-3 (Centrifugal Compressor),centac-3,current,Current,A,,,,,,,,,,
Utility Area,Utility Area Monitoring,centac-3 (Centrifugal Compressor),centac-3,horizontal_vibration,Horizontal Vibration,mm/s,,,,,,,,,,
Utility Area,Utility Area Monitoring,centac-3 (Centrifugal Compressor),centac-3,temperature,Temperature,°C,,,,,,,,,,
Utility Area,Utility Area Monitoring,centac-3 (Centrifugal Compressor),centac-3,vertical_vibration,Vertical Vibration,mm/s,,,,,,,,,,
Utility Area,Utility Area Monitoring,Comp-1 (Screw Compressor),Comp-1,compressor_de_temperature,Compressor DE Temperature,°C,,,,,,,,,,
Utility Area,Utility Area Monitoring,Comp-1 (Screw Compressor),Comp-1,compressor_drive_end_axial_vibration,Compressor Drive End Axial Vibration,mm/s,,,,,,,,,,
Utility Area,Utility Area Monitoring,Comp-1 (Screw Compressor),Comp-1,compressor_drive_end_horizontal_vibration,Compressor Drive End Horizontal Vibration,mm/s,,,,,,,,,,
Utility Area,Utility Area Monitoring,Comp-1 (Screw Compressor),Comp-1,compressor_drive_end_vertical_vibration,Compressor Drive End Vertical Vibration,mm/s,,,,,,,,,,
Utility Area,Utility Area Monitoring,Comp-1 (Screw Compressor),Comp-1,compressor_nde_temperature,Compressor NDE Temperature,°C,,,,,,,,,,
Utility Area,Utility Area Monitoring,Comp-1 (Screw Compressor),Comp-1,compressor_non_drive_end_axial_vibration,Compressor Non Drive End Axial Vibration,mm/s,,,,,,,,,,
